source,translation
"Press H or Esc to close","Apasă H sau Esc pentru a închide"
Close,Închide
Timer,Cronometru
Entries,Înregistrări
"This week at a glance","Săptămâna aceasta pe scurt"
"Time by tag","Timp pe etichetă"
"Hours per day","Ore pe zi"
"No entries this week","Nicio înregistrare săptămâna aceasta"
"No entries","Nicio înregistrare"
Untagged,Fără etichetă
"Monthly Budget (h)","Buget lunar (h)"
"Warn at (%)","Avertizare la (%)"
"0 = no limit","0 = fără limită"
"0 = site default","0 = implicit site"
"Approaching limit","Se apropie de limită"
"Budget exceeded","Buget depășit"
"budget used this month","buget utilizat luna aceasta"
"used this month","utilizat luna aceasta"
of,din
Focus,Concentrare
"Start Focus","Începe concentrare"
"End focus","Termină concentrare"
"Skip break","Sări peste pauză"
"Break over","Pauză terminată"
"Time to focus!","E timpul să te concentrezi!"
"Session complete","Sesiune completă"
"Focus complete!","Concentrare completă!"
"All sessions done. Great work!","Toate sesiunile terminate. Bravo!"
"sessions done. Great work!","sesiuni terminate. Bravo!"
"Start new","Începe una nouă"
"Work in focused sessions with timed breaks.","Lucrează în sesiuni concentrate cu pauze cronometrate."
Session,Sesiune
Break,Pauză
"Work (min)","Lucru (min)"
"Break (min)","Pauză (min)"
Sessions,Sesiuni
"No break is active","Nicio pauză nu este activă"
"No focus session is running","Nicio sesiune de concentrare nu rulează"
Context,Context
Contact,Contact
"Context Type","Tip context"
"For whom?","Pentru cine?"
"Working on?","Lucrezi la?"
"Search contacts...","Caută contacte..."
"Select type...","Selectează tipul..."
"All contacts","Toate contactele"
"All projects","Toate proiectele"
"(no contact)","(fără contact)"
"(no project)","(fără proiect)"
"(no task)","(fără sarcină)"
"Filter by:","Filtrează după:"
"Time by contact","Timp pe contact"
"Time by context","Timp pe context"
"Time by task","Timp pe sarcină"
"Contact hours summary","Sumar ore pe contacte"
