source,translation
"[Auto-stopped after {0}h]","[Autostoppad efter {0}h]"
"Entry Type","Posttyp"
Fri,Fre
"Keyboard Shortcuts","Tangentbordsgenvägar"
"Start / Pause / Resume timer","Starta / Pausa / Återuppta timer"
"Stop timer","Stoppa timer"
"New entry (focus quick-add bar)","Ny post (fokusera snabbinmatning)"
"Previous / next day or week","Föregående / nästa dag eller vecka"
"Show / hide this overlay","Visa / dölj denna överlagring"
"Press H or Esc to close","Tryck H eller Esc för att stänga"
Close,Stäng
Timer,Timer
Entries,Poster
"This week at a glance","Veckans överblick"
"Time by tag","Tid per tagg"
"Hours per day","Timmar per dag"
"No entries this week","Inga poster denna vecka"
"No entries","Inga poster"
Untagged,Otaggad
"Monthly Budget (h)","Månadsbudget (h)"
"Warn at (%)","Varna vid (%)"
"0 = no limit","0 = ingen gräns"
"0 = site default","0 = webbplatsens standard"
"Approaching limit","Närmar sig gränsen"
"Budget exceeded","Budget överskriden"
"budget used this month","budget använd denna månad"
"used this month","använd denna månad"
of,av
Focus,Fokus
"Start Focus","Starta fokus"
"End focus","Avsluta fokus"
"Skip break","Hoppa över paus"
"Break over","Paus slut"
"Time to focus!","Dags att fokusera!"
"Session complete","Session klar"
"Focus complete!","Fokus klar!"
"All sessions done. Great work!","Alla sessioner klara. Bra jobbat!"
"sessions done. Great work!","sessioner klara. Bra jobbat!"
"Start new","Starta ny"
"Work in focused sessions with timed breaks.","Arbeta i fokuserade sessioner med tidsinställda pauser."
Session,Session
Break,Paus
"Work (min)","Arbete (min)"
"Break (min)","Paus (min)"
Sessions,Sessioner
"No break is active","Ingen paus är aktiv"
"No focus session is running","Ingen fokussession pågår"
Context,Kontext
Contact,Kontakt
"Context Type","Kontexttyp"
"For whom?","För vem?"
"Working on?","Jobbar med?"
"Search contacts...","Sök kontakter..."
"Select type...","Välj typ..."
"All contacts","Alla kontakter"
"All projects","Alla projekt"
"(no contact)","(ingen kontakt)"
"(no project)","(inget projekt)"
"(no task)","(ingen uppgift)"
"Filter by:","Filtrera efter:"
"Time by contact","Tid per kontakt"
"Time by context","Tid per kontext"
"Time by task","Tid per uppgift"
"Contact hours summary","Sammanfattning kontakttimmar"
