source,translation
Nothing logged yesterday ({0}),Nic nie zarejestrowano wczoraj ({0})
Open prepare summary,Otwórz podsumowanie
Open settings,Otwórz ustawienia
Open tag management,Otwórz zarządzanie tagami
Open today's view,Otwórz widok dnia
Open weekly view,Otwórz widok tygodnia
Other,Inne
Pause,Pauza
Prepare,Przygotuj
Prepare Summary,Podsumowanie
Project,Projekt
Rate,Stawka
Rename,Zmień nazwę
Resume,Wznów
Saved — {0},Zapisano — {0}
Save,Zapisz
Sat,Sob
Scheduled,Zaplanowany
Send,Wyślij
Settings,Ustawienia
Show weekends,Pokaż weekendy
Start time,Czas rozpoczęcia
Start Timer,Uruchom stoper
"Start timer: ""{0}""","Uruchom stoper: ""{0}"""
"Stop current & start: ""{0}""","Zatrzymaj i uruchom: ""{0}"""
Started yesterday,Rozpoczęto wczoraj
Sun,Ndz
Sync all unsynced entries,Synchronizuj wszystkie niezsynchronizowane wpisy
Sync billable entries only,Synchronizuj tylko wpisy płatne
Sync completed with errors,Synchronizacja zakończona z błędami
Sync complete,Synchronizacja zakończona
Sync interval,Interwał synchronizacji
Sync mode,Tryb synchronizacji
Synced to ERPNext,Zsynchronizowano z ERPNext
Syncing entries to ERPNext…,Synchronizowanie wpisów z ERPNext…
{0} day(s) synced.,Zsynchronizowano {0} dzień/dni.
Tag,Tag
Tag management,Zarządzanie tagami
Tag Name,Nazwa tagu
Tag renamed. {0} entries updated.,Tag zmieniono. {0} wpisów zaktualizowanych.
Tags,Tagi
Tags merged. {0} entries re-tagged.,Tagi połączone. {0} wpisów ponownie otagowanych.
Task,Zadanie
Test connection,Testuj połączenie
Test Connection,Testuj połączenie
This entry is locked,Ten wpis jest zablokowany
This month,Ten miesiąc
This week,Ten tydzień
Thu,Czw
Time Bridge,Most czasowy
Time Entries,Wpisy czasu
Timer already running,Stoper jest już aktywny
Timer is already running,Stoper jest już aktywny
Timer is not paused,Stoper nie jest wstrzymany
Timer is not running,Stoper nie jest aktywny
To,Do
Today,Dzisiaj
Total,Suma
Total billable,Suma płatnych
Tue,Wt
Unknown error,Nieznany błąd
Unassigned,Nieprzypisany
(untagged project),(projekt bez tagu)
View entry →,Zobacz wpis →
Warning: This entry is more than 7 days old.,Uwaga: ten wpis ma więcej niż 7 dni.
Wed,Śr
Week {0},Tydzień {0}
What are you working on?,Nad czym pracujesz?
What did you work on?,Nad czym pracowałeś?
Work Days,Dni robocze
Yesterday,Wczoraj
draft,szkic
entries this month,wpisy w tym miesiącu
no entries,brak wpisów
no entries yet,brak wpisów
sent,przekazany
+{0} more,+{0} więcej
← from {0},← z {0}
[Auto-stopped after {0}h],[Automatycznie zatrzymano po {0}h]
Entry Type,Typ wpisu
Fri,Pt
Keyboard Shortcuts,Skróty klawiszowe
Start / Pause / Resume timer,Uruchom / Wstrzymaj / Wznów stoper
Stop timer,Zatrzymaj stoper
New entry (focus quick-add bar),Nowy wpis (pasek szybkiego dodawania)
Previous / next day or week,Poprzedni / następny dzień lub tydzień
Show / hide this overlay,Pokaż / ukryj ten panel
Press H or Esc to close,Naciśnij H lub Esc aby zamknąć
Close,Zamknij
Timer,Stoper
Entries,Wpisy
This week at a glance,Ten tydzień w skrócie
Time by tag,Czas wg tagu
Hours per day,Godziny dziennie
No entries this week,Brak wpisów w tym tygodniu
No entries,Brak wpisów
Untagged,Bez tagu
Monthly Budget (h),Budżet miesięczny (h)
Warn at (%),Ostrzeżenie przy (%)
0 = no limit,0 = bez limitu
0 = site default,0 = domyślna wartość strony
Approaching limit,Zbliżanie się do limitu
Budget exceeded,Budżet przekroczony
budget used this month,budżet wykorzystany w tym miesiącu
used this month,wykorzystano w tym miesiącu
of,z
Focus,Skupienie
Start Focus,Rozpocznij skupienie
End focus,Zakończ skupienie
Skip break,Pomiń przerwę
Break over,Przerwa zakończona
Time to focus!,Czas na skupienie!
Session complete,Sesja zakończona
Focus complete!,Skupienie zakończone!
All sessions done. Great work!,Wszystkie sesje zakończone. Świetna robota!
sessions done. Great work!,sesji zakończonych. Świetna robota!
Start new,Rozpocznij nową
Work in focused sessions with timed breaks.,Pracuj w sesjach skupienia z odmierzanymi przerwami.
Session,Sesja
Break,Przerwa
Work (min),Praca (min)
Break (min),Przerwa (min)
Sessions,Sesje
No break is active,Żadna przerwa nie jest aktywna
No focus session is running,Żadna sesja skupienia nie jest aktywna
Context,Kontekst
Contact,Kontakt
Context Type,Typ kontekstu
For whom?,Dla kogo?
Working on?,Nad czym pracujesz?
Search contacts...,Szukaj kontaktów…
Select type...,Wybierz typ…
All contacts,Wszystkie kontakty
All projects,Wszystkie projekty
(no contact),(brak kontaktu)
(no project),(brak projektu)
(no task),(brak zadania)
Filter by:,Filtruj wg:
Time by contact,Czas wg kontaktu
Time by context,Czas wg kontekstu
Time by task,Czas wg zadania
Contact hours summary,Podsumowanie godzin wg kontaktu
