source,translation
"Tag management","태그 관리"
"Tag Name","태그 이름"
"Tag renamed. {0} entries updated.","태그 이름이 변경되었습니다. {0}개 항목이 업데이트되었습니다."
Tags,태그
"Tags merged. {0} entries re-tagged.","태그가 병합되었습니다. {0}개 항목이 재태그되었습니다."
Task,작업
"Test connection","연결 테스트"
"Test Connection","연결 테스트"
"This entry is locked","이 항목은 잠겨 있습니다"
"This month","이번 달"
"This week","이번 주"
Thu,목
"Time Bridge","타임 브리지"
"Time Entries","시간 항목"
"Timer already running","타이머가 이미 실행 중입니다"
"Timer is already running","타이머가 이미 실행 중입니다"
"Timer is not paused","타이머가 일시 정지 상태가 아닙니다"
"Timer is not running","타이머가 실행 중이 아닙니다"
To,종료
Today,오늘
Total,합계
"Total billable","기록 가능 합계"
Tue,화
"Unknown error","알 수 없는 오류"
Unassigned,미할당
"(untagged project)","(태그 없는 프로젝트)"
"View entry →","항목 보기 →"
"Warning: This entry is more than 7 days old.","경고: 이 항목은 7일 이상 된 항목입니다."
Wed,수
"Week {0}","{0}주차"
"What are you working on?","무엇을 작업 중인가요?"
"What did you work on?","무엇을 작업했나요?"
"Work Days","근무일"
Yesterday,어제
draft,초안
"entries this month","이번 달 항목"
"no entries","항목 없음"
"no entries yet","항목이 아직 없습니다"
sent,전송됨
"+{0} more","외 {0}건"
"← from {0}","← {0}에서"
"[Auto-stopped after {0}h]","[{0}시간 후 자동 중지]"
"Entry Type","항목 유형"
Fri,금
"Keyboard Shortcuts","키보드 단축키"
"Start / Pause / Resume timer","타이머 시작 / 일시 정지 / 재개"
"Stop timer","타이머 중지"
"New entry (focus quick-add bar)","새 항목 (빠른 추가 바 포커스)"
"Previous / next day or week","이전 / 다음 일 또는 주"
"Show / hide this overlay","이 오버레이 표시 / 숨기기"
"Press H or Esc to close","H 또는 Esc를 눌러 닫기"
Close,닫기
Timer,타이머
Entries,항목
"This week at a glance","이번 주 한눈에 보기"
"Time by tag","태그별 시간"
"Hours per day","일일 시간"
"No entries this week","이번 주 항목 없음"
"No entries","항목 없음"
Untagged,태그 없음
"Monthly Budget (h)","월간 예산 (시간)"
"Warn at (%)","경고 기준 (%)"
"0 = no limit","0 = 제한 없음"
"0 = site default","0 = 사이트 기본값"
"Approaching limit","한도에 근접"
"Budget exceeded","예산 초과"
"budget used this month","이번 달 예산 사용량"
"used this month","이번 달 사용량"
of,/
Focus,집중
"Start Focus","집중 시작"
"End focus","집중 종료"
"Skip break","휴식 건너뛰기"
"Break over","휴식 종료"
"Time to focus!","집중할 시간입니다!"
"Session complete","세션 완료"
"Focus complete!","집중 완료!"
"All sessions done. Great work!","모든 세션 완료. 수고하셨습니다!"
"sessions done. Great work!","세션 완료. 수고하셨습니다!"
"Start new","새로 시작"
"Work in focused sessions with timed breaks.","시간 제한 휴식과 함께 집중 세션으로 작업합니다."
Session,세션
Break,휴식
"Work (min)","작업 (분)"
"Break (min)","휴식 (분)"
Sessions,세션
"No break is active","활성화된 휴식 없음"
"No focus session is running","실행 중인 집중 세션 없음"
Context,컨텍스트
Contact,연락처
"Context Type","컨텍스트 유형"
"For whom?","누구를 위해?"
"Working on?","무엇을 작업 중?"
"Search contacts...","연락처 검색..."
"Select type...","유형 선택..."
"All contacts","모든 연락처"
"All projects","모든 프로젝트"
"(no contact)","(연락처 없음)"
"(no project)","(프로젝트 없음)"
"(no task)","(작업 없음)"
"Filter by:","필터:"
"Time by contact","연락처별 시간"
"Time by context","컨텍스트별 시간"
"Time by task","작업별 시간"
"Contact hours summary","연락처별 시간 요약"
