source,translation
Sun,Søn
"Sync all unsynced entries","Synkroniser alle usynkroniserte oppføringer"
"Sync billable entries only","Synkroniser kun debiterbare oppføringer"
"Sync completed with errors","Synkronisering fullført med feil"
"Sync complete","Synkronisering fullført"
"Sync interval","Synkintervall"
"Sync mode","Synkmodus"
"Synced to ERPNext","Synkronisert til ERPNext"
"Syncing entries to ERPNext…","Synkroniserer oppføringer til ERPNext…"
"{0} day(s) synced.","{0} dag(er) synkronisert."
Tag,Tagg
"Tag management","Tagghåndtering"
"Tag Name","Taggnavn"
"Tag renamed. {0} entries updated.","Tagg omdøpt. {0} oppføringer oppdatert."
Tags,Tagger
"Tags merged. {0} entries re-tagged.","Tagger slått sammen. {0} oppføringer omtagget."
Task,Oppgave
"Test connection","Test tilkobling"
"Test Connection","Test tilkobling"
"This entry is locked","Denne oppføringen er låst"
"This month","Denne måneden"
"This week","Denne uken"
Thu,Tor
"Time Bridge","Tidsbro"
"Time Entries","Tidsoppføringer"
"Timer already running","Timer kjører allerede"
"Timer is already running","Timer kjører allerede"
"Timer is not paused","Timer er ikke satt på pause"
"Timer is not running","Timer kjører ikke"
To,Til
Today,I dag
Total,Totalt
"Total billable","Totalt debiterbart"
Tue,Tir
"Unknown error","Ukjent feil"
Unassigned,Ikke tildelt
"(untagged project)","(utagget prosjekt)"
"View entry →","Vis oppføring →"
"Warning: This entry is more than 7 days old.","Advarsel: Denne oppføringen er mer enn 7 dager gammel."
Wed,Ons
"Week {0}","Uke {0}"
"What are you working on?","Hva jobber du med?"
"What did you work on?","Hva jobbet du med?"
"Work Days","Arbeidsdager"
Yesterday,I går
draft,utkast
"entries this month","oppføringer denne måneden"
"no entries","ingen oppføringer"
"no entries yet","ingen oppføringer ennå"
sent,sendt
"+{0} more","+{0} flere"
"← from {0}","← fra {0}"
"[Auto-stopped after {0}h]","[Automatisk stoppet etter {0}t]"
"Entry Type","Oppføringstype"
Fri,Fre
"Keyboard Shortcuts","Tastatursnarveier"
"Start / Pause / Resume timer","Start / Pause / Gjenoppta timer"
"Stop timer","Stopp timer"
"New entry (focus quick-add bar)","Ny oppføring (fokuser hurtigtillegg)"
"Previous / next day or week","Forrige / neste dag eller uke"
"Show / hide this overlay","Vis / skjul denne overlegget"
"Press H or Esc to close","Trykk H eller Esc for å lukke"
Close,Lukk
Timer,Timer
Entries,Oppføringer
"This week at a glance","Ukens overblikk"
"Time by tag","Tid per tagg"
"Hours per day","Timer per dag"
"No entries this week","Ingen oppføringer denne uken"
"No entries","Ingen oppføringer"
Untagged,Utagget
"Monthly Budget (h)","Månedsbudsjett (t)"
"Warn at (%)","Advar ved (%)"
"0 = no limit","0 = ingen grense"
"0 = site default","0 = nettstedets standard"
"Approaching limit","Nærmer seg grensen"
"Budget exceeded","Budsjett overskredet"
"budget used this month","budsjett brukt denne måneden"
"used this month","brukt denne måneden"
of,av
Focus,Fokus
"Start Focus","Start fokus"
"End focus","Avslutt fokus"
"Skip break","Hopp over pause"
"Break over","Pause slutt"
"Time to focus!","Tid for å fokusere!"
"Session complete","Økt fullført"
"Focus complete!","Fokus fullført!"
"All sessions done. Great work!","Alle økter fullført. Bra jobbet!"
"sessions done. Great work!","økter fullført. Bra jobbet!"
"Start new","Start ny"
"Work in focused sessions with timed breaks.","Jobb i fokuserte økter med tidsbestemte pauser."
Session,Økt
Break,Pause
"Work (min)","Arbeid (min)"
"Break (min)","Pause (min)"
Sessions,Økter
"No break is active","Ingen pause er aktiv"
"No focus session is running","Ingen fokusøkt kjører"
Context,Kontekst
Contact,Kontakt
"Context Type","Konteksttype"
"For whom?","For hvem?"
"Working on?","Jobber med?"
"Search contacts...","Søk kontakter..."
"Select type...","Velg type..."
"All contacts","Alle kontakter"
"All projects","Alle prosjekter"
"(no contact)","(ingen kontakt)"
"(no project)","(inget prosjekt)"
"(no task)","(ingen oppgave)"
"Filter by:","Filtrer etter:"
"Time by contact","Tid per kontakt"
"Time by context","Tid per kontekst"
"Time by task","Tid per oppgave"
"Contact hours summary","Kontakttimeoversikt"
