source,translation
Unassigned,Nepiešķirts
(untagged project),(nebiržots projekts)
View entry →,Skatīt ierakstu →
Warning: This entry is more than 7 days old.,Brīdinājums: Šis ieraksts ir vecāks par 7 dienām.
Wed,Tr
Week {0},Nedēļa {0}
What are you working on?,Pie kā strādājat?
What did you work on?,Pie kā strādājāt?
Work Days,Darba dienas
Yesterday,Vakar
draft,melnraksts
entries this month,ieraksti šomēnes
no entries,nav ierakstu
no entries yet,vēl nav ierakstu
sent,nosūtīts
+{0} more,+{0} vēl
← from {0},← no {0}
[Auto-stopped after {0}h],[Automātiski apturēts pēc {0}h]
Entry Type,Ieraksta tips
Fri,Pk
Keyboard Shortcuts,Tastatūras saīsnes
Start / Pause / Resume timer,Sākt / Pauzēt / Turpināt taimeri
Stop timer,Apturēt taimeri
New entry (focus quick-add bar),Jauns ieraksts (fokuss uz ātrās pievienošanas joslu)
Previous / next day or week,Iepriekšējā / nākamā diena vai nedēļa
Show / hide this overlay,Rādīt / slēpt šo pārklājumu
Press H or Esc to close,Nospiediet H vai Esc lai aizvērtu
Close,Aizvērt
Timer,Taimeris
Entries,Ieraksti
This week at a glance,Šī nedēļa īsumā
Time by tag,Laiks pēc birkas
Hours per day,Stundas dienā
No entries this week,Šonedēļ nav ierakstu
No entries,Nav ierakstu
Untagged,Nebiržots
Monthly Budget (h),Mēneša budžets (h)
Warn at (%),Brīdināt pie (%)
0 = no limit,0 = bez ierobežojuma
0 = site default,0 = vietnes noklusējums
Approaching limit,Tuvojas ierobežojumam
Budget exceeded,Budžets pārsniegts
budget used this month,budžeta izmantots šomēnes
used this month,izmantots šomēnes
of,no
Focus,Fokuss
Start Focus,Sākt fokusu
End focus,Beigt fokusu
Skip break,Izlaist pārtraukumu
Break over,Pārtraukums beidzies
Time to focus!,Laiks fokusēties!
Session complete,Sesija pabeigta
Focus complete!,Fokuss pabeigts!
All sessions done. Great work!,Visas sesijas pabeigtas. Lielisks darbs!
sessions done. Great work!,sesijas pabeigtas. Lielisks darbs!
Start new,Sākt jaunu
Work in focused sessions with timed breaks.,Strādājiet fokusētās sesijās ar hronometrētiem pārtraukumiem.
Session,Sesija
Break,Pārtraukums
Work (min),Darbs (min)
Break (min),Pārtraukums (min)
Sessions,Sesijas
No break is active,Neviens pārtraukums nav aktīvs
No focus session is running,Neviena fokusa sesija nedarbojas
Context,Konteksts
Contact,Kontaktpersona
Context Type,Konteksta tips
For whom?,Kam?
Working on?,Pie kā strādājat?
Search contacts...,Meklēt kontaktpersonas...
Select type...,Izvēlēties tipu...
All contacts,Visas kontaktpersonas
All projects,Visi projekti
(no contact),(bez kontaktpersonas)
(no project),(bez projekta)
(no task),(bez uzdevuma)
Filter by:,Filtrēt pēc:
Time by contact,Laiks pēc kontaktpersonas
Time by context,Laiks pēc konteksta
Time by task,Laiks pēc uzdevuma
Contact hours summary,Kontaktpersonu stundu kopsavilkums
