source,translation
"0 = site default","0 = 站台預設值"
"Approaching limit","接近上限"
"Budget exceeded","預算已超額"
"budget used this month","本月已用預算"
"used this month","本月已用"
of,/
Focus,專注
"Start Focus","開始專注"
"End focus","結束專注"
"Skip break","略過休息"
"Break over","休息結束"
"Time to focus!","專注時間到！"
"Session complete","工作階段完成"
"Focus complete!","專注完成！"
"All sessions done. Great work!","所有工作階段已完成。做得好！"
"sessions done. Great work!","個工作階段已完成。做得好！"
"Start new","重新開始"
"Work in focused sessions with timed breaks.","以定時休息的方式進行專注工作。"
Session,工作階段
Break,休息
"Work (min)","工作（分鐘）"
"Break (min)","休息（分鐘）"
Sessions,工作階段
"No break is active","目前無休息"
"No focus session is running","目前無專注工作階段"
Context,情境
Contact,聯絡人
"Context Type","情境類型"
"For whom?","為誰？"
"Working on?","在做什麼？"
"Search contacts...","搜尋聯絡人..."
"Select type...","選擇類型..."
"All contacts","所有聯絡人"
"All projects","所有專案"
"(no contact)","（無聯絡人）"
"(no project)","（無專案）"
"(no task)","（無工作）"
"Filter by:","篩選:"
"Time by contact","依聯絡人統計時間"
"Time by context","依情境統計時間"
"Time by task","依工作統計時間"
"Contact hours summary","聯絡人時間摘要"
