source,translation
"Sync all unsynced entries","Synkronoi kaikki synkronoimattomat merkinnät"
"Sync billable entries only","Synkronoi vain veloitettavat merkinnät"
"Sync completed with errors","Synkronointi valmistui virheillä"
"Sync complete","Synkronointi valmis"
"Sync interval","Synkronointiväli"
"Sync mode","Synkronointitila"
"Synced to ERPNext","Synkronoitu ERPNext-järjestelmään"
"Syncing entries to ERPNext…","Synkronoidaan merkintöjä ERPNext-järjestelmään…"
"{0} day(s) synced.","{0} päivä(ä) synkronoitu."
Tag,Tagi
"Tag management","Tagien hallinta"
"Tag Name","Tagin nimi"
"Tag renamed. {0} entries updated.","Tagi nimetty uudelleen. {0} merkintää päivitetty."
Tags,Tagit
"Tags merged. {0} entries re-tagged.","Tagit yhdistetty. {0} merkintää merkitty uudelleen."
Task,Tehtävä
"Test connection","Testaa yhteys"
"Test Connection","Testaa yhteys"
"This entry is locked","Tämä merkintä on lukittu"
"This month","Tämä kuukausi"
"This week","Tämä viikko"
Thu,To
"Time Bridge","Aikasilta"
"Time Entries","Aikamerkinnät"
"Timer already running","Ajastin on jo käynnissä"
"Timer is already running","Ajastin on jo käynnissä"
"Timer is not paused","Ajastin ei ole tauolla"
"Timer is not running","Ajastin ei ole käynnissä"
To,Asti
Today,Tänään
Total,Yhteensä
"Total billable","Veloitettavat yhteensä"
Tue,Ti
"Unknown error","Tuntematon virhe"
Unassigned,Määrittämätön
"(untagged project)","(tagitön projekti)"
"View entry →","Näytä merkintä →"
"Warning: This entry is more than 7 days old.","Varoitus: Tämä merkintä on yli 7 päivää vanha."
Wed,Ke
"Week {0}","Viikko {0}"
"What are you working on?","Mitä teet parhaillaan?"
"What did you work on?","Mitä teit?"
"Work Days","Työpäivät"
Yesterday,Eilen
draft,luonnos
"entries this month","merkintää tässä kuussa"
"no entries","ei merkintöjä"
"no entries yet","ei merkintöjä vielä"
sent,lähetetty
"+{0} more","+{0} lisää"
"← from {0}","← kohteesta {0}"
"[Auto-stopped after {0}h]","[Pysäytetty automaattisesti {0}h jälkeen]"
"Entry Type","Merkintätyyppi"
Fri,Pe
"Keyboard Shortcuts","Pikanäppäimet"
"Start / Pause / Resume timer","Käynnistä / Tauko / Jatka ajastinta"
"Stop timer","Pysäytä ajastin"
"New entry (focus quick-add bar)","Uusi merkintä (kohdista pikalisiäys)"
"Previous / next day or week","Edellinen / seuraava päivä tai viikko"
"Show / hide this overlay","Näytä / piilota tämä peittokuva"
"Press H or Esc to close","Paina H tai Esc sulkeaksesi"
Close,Sulje
Timer,Ajastin
Entries,Merkinnät
"This week at a glance","Viikon yleiskatsaus"
"Time by tag","Aika tageittain"
"Hours per day","Tuntia päivässä"
"No entries this week","Ei merkintöjä tällä viikolla"
"No entries","Ei merkintöjä"
Untagged,Tagitön
"Monthly Budget (h)","Kuukausibudjetti (t)"
"Warn at (%)","Varoita tasolla (%)"
"0 = no limit","0 = ei rajaa"
"0 = site default","0 = sivuston oletus"
"Approaching limit","Lähestymässä rajaa"
"Budget exceeded","Budjetti ylitetty"
"budget used this month","budjetista käytetty tässä kuussa"
"used this month","käytetty tässä kuussa"
of,/
Focus,Keskittyminen
"Start Focus","Aloita keskittyminen"
"End focus","Lopeta keskittyminen"
"Skip break","Ohita tauko"
"Break over","Tauko ohi"
"Time to focus!","Aika keskittyä!"
"Session complete","Jakso valmis"
"Focus complete!","Keskittyminen valmis!"
"All sessions done. Great work!","Kaikki jaksot valmiit. Hienoa työtä!"
"sessions done. Great work!","jaksoa valmiina. Hienoa työtä!"
"Start new","Aloita uusi"
"Work in focused sessions with timed breaks.","Työskentele keskittyneissä jaksoissa ajastetuin tauoin."
Session,Jakso
Break,Tauko
"Work (min)","Työ (min)"
"Break (min)","Tauko (min)"
Sessions,Jaksot
"No break is active","Tauko ei ole käynnissä"
"No focus session is running","Keskittymisjakso ei ole käynnissä"
Context,Konteksti
Contact,Yhteystieto
"Context Type","Kontekstityyppi"
"For whom?","Kenelle?"
"Working on?","Työskentelet?"
"Search contacts...","Hae yhteystietoja..."
"Select type...","Valitse tyyppi..."
"All contacts","Kaikki yhteystiedot"
"All projects","Kaikki projektit"
"(no contact)","(ei yhteystietoa)"
"(no project)","(ei projektia)"
"(no task)","(ei tehtävää)"
"Filter by:","Suodata:"
"Time by contact","Aika yhteystiedoittain"
"Time by context","Aika konteksteittain"
"Time by task","Aika tehtävittäin"
"Contact hours summary","Yhteystietojen tuntikooste"
