source,translation
Unknown error,Onbekende fout
Unassigned,Nie toegewys
(untagged project),(projek sonder etiket)
View entry →,Bekyk inskrywing →
Warning: This entry is more than 7 days old.,Waarskuwing: Hierdie inskrywing is meer as 7 dae oud.
Wed,Wo
Week {0},Week {0}
What are you working on?,Waaraan werk jy?
What did you work on?,Waaraan het jy gewerk?
Work Days,Werkdae
Yesterday,Gister
draft,konsep
entries this month,inskrywings hierdie maand
no entries,geen inskrywings
no entries yet,nog geen inskrywings
sent,gestuur
+{0} more,+{0} meer
← from {0},← van {0}
[Auto-stopped after {0}h],[Outo-gestop na {0}u]
Entry Type,Inskrywingstipe
Fri,Vr
Keyboard Shortcuts,Sleutelbordkortpaaie
Start / Pause / Resume timer,Begin / Onderbreek / Hervat tydhouer
Stop timer,Stop tydhouer
New entry (focus quick-add bar),Nuwe inskrywing (fokus op snelbybalk)
Previous / next day or week,Vorige / volgende dag of week
Show / hide this overlay,Wys / verberg hierdie oorleg
Press H or Esc to close,Druk H of Esc om te sluit
Close,Sluit
Timer,Tydhouer
Entries,Inskrywings
This week at a glance,Hierdie week met 'n oogopslag
Time by tag,Tyd per etiket
Hours per day,Ure per dag
No entries this week,Geen inskrywings hierdie week
No entries,Geen inskrywings
Untagged,Sonder etiket
Monthly Budget (h),Maandelikse begroting (u)
Warn at (%),Waarsku by (%)
0 = no limit,0 = geen limiet
0 = site default,0 = werf verstek
Approaching limit,Nader die limiet
Budget exceeded,Begroting oorskry
budget used this month,begroting gebruik hierdie maand
used this month,gebruik hierdie maand
of,van
Focus,Fokus
Start Focus,Begin fokus
End focus,Eindig fokus
Skip break,Slaan pouse oor
Break over,Pouse verby
Time to focus!,Tyd om te fokus!
Session complete,Sessie voltooi
Focus complete!,Fokus voltooi!
All sessions done. Great work!,Alle sessies voltooi. Goeie werk!
sessions done. Great work!,sessies voltooi. Goeie werk!
Start new,Begin nuwe
Work in focused sessions with timed breaks.,Werk in gefokusde sessies met getydde pouses.
Session,Sessie
Break,Pouse
Work (min),Werk (min)
Break (min),Pouse (min)
Sessions,Sessies
No break is active,Geen pouse is aktief
No focus session is running,Geen fokussessie loop nie
Context,Konteks
Contact,Kontak
Context Type,Kontekstipe
For whom?,Vir wie?
Working on?,Waaraan werk jy?
Search contacts...,Soek kontakte...
Select type...,Kies tipe...
All contacts,Alle kontakte
All projects,Alle projekte
(no contact),(geen kontak)
(no project),(geen projek)
(no task),(geen taak)
Filter by:,Filter volgens:
Time by contact,Tyd per kontak
Time by context,Tyd per konteks
Time by task,Tyd per taak
Contact hours summary,Kontakure-opsomming
