source,translation
Saved — {0},जतन केले — {0}
Save,जतन करा
Sat,शनि
Scheduled,निर्धारित
Send,पाठवा
Settings,सेटिंग्ज
Show weekends,आठवड्याच्या शेवटचे दिवस दाखवा
Start time,सुरुवातीची वेळ
Start Timer,टायमर सुरू करा
"Start timer: ""{0}""","टायमर सुरू करा: ""{0}"""
"Stop current & start: ""{0}""","सध्याचे थांबवा आणि सुरू करा: ""{0}"""
Started yesterday,काल सुरू झाले
Sun,रवि
Sync all unsynced entries,सर्व अनसिंक एन्ट्री सिंक करा
Sync billable entries only,फक्त बिलपात्र एन्ट्री सिंक करा
Sync completed with errors,त्रुटींसह सिंक पूर्ण
Sync complete,सिंक पूर्ण
Sync interval,सिंक अंतराल
Sync mode,सिंक मोड
Synced to ERPNext,ERPNext ला सिंक केले
Syncing entries to ERPNext…,ERPNext ला एन्ट्री सिंक होत आहेत…
{0} day(s) synced.,{0} दिवस सिंक झाले.
Tag,टॅग
Tag management,टॅग व्यवस्थापन
Tag Name,टॅग नाव
Tag renamed. {0} entries updated.,टॅग नाव बदलले. {0} एन्ट्री अपडेट झाल्या.
Tags,टॅग्ज
Tags merged. {0} entries re-tagged.,टॅग विलीन केले. {0} एन्ट्री पुन्हा टॅग केल्या.
Task,कार्य
Test connection,कनेक्शन तपासा
Test Connection,कनेक्शन तपासा
This entry is locked,ही एन्ट्री लॉक आहे
This month,हा महिना
This week,हा आठवडा
Thu,गुरु
Time Bridge,टाइम ब्रिज
Time Entries,टाइम एन्ट्री
Timer already running,टायमर आधीच चालू आहे
Timer is already running,टायमर आधीच चालू आहे
Timer is not paused,टायमर विरामात नाही
Timer is not running,टायमर चालू नाही
To,पर्यंत
Today,आज
Total,एकूण
Total billable,एकूण बिलपात्र
Tue,मंगळ
Unknown error,अज्ञात त्रुटी
Unassigned,असाइन नाही
(untagged project),(टॅग नसलेला प्रकल्प)
View entry →,एन्ट्री पहा →
Warning: This entry is more than 7 days old.,सूचना: ही एन्ट्री ७ दिवसांपेक्षा जुनी आहे.
Wed,बुध
Week {0},आठवडा {0}
What are you working on?,तुम्ही कशावर काम करत आहात?
What did you work on?,तुम्ही कशावर काम केले?
Work Days,कामाचे दिवस
Yesterday,काल
draft,मसुदा
entries this month,या महिन्यातील एन्ट्री
no entries,एन्ट्री नाहीत
no entries yet,अजून एन्ट्री नाहीत
sent,पाठवले
+{0} more,+{0} अधिक
← from {0},← {0} पासून
[Auto-stopped after {0}h],[{0} तासांनंतर स्वयं-थांबले]
Entry Type,एन्ट्री प्रकार
Fri,शुक्र
Keyboard Shortcuts,कीबोर्ड शॉर्टकट
Start / Pause / Resume timer,टायमर सुरू / विराम / पुन्हा सुरू
Stop timer,टायमर थांबवा
New entry (focus quick-add bar),नवीन एन्ट्री (क्विक-ऍड बार फोकस)
Previous / next day or week,मागील / पुढील दिवस किंवा आठवडा
Show / hide this overlay,हा ओव्हरले दाखवा / लपवा
Press H or Esc to close,बंद करण्यासाठी H किंवा Esc दाबा
Close,बंद
Timer,टायमर
Entries,एन्ट्री
This week at a glance,या आठवड्याचा सारांश
Time by tag,टॅगनुसार वेळ
Hours per day,दररोज तास
No entries this week,या आठवड्यात एन्ट्री नाहीत
No entries,एन्ट्री नाहीत
Untagged,टॅग नसलेले
Monthly Budget (h),मासिक बजेट (ता)
Warn at (%),सूचना (%)
0 = no limit,० = मर्यादा नाही
0 = site default,० = साइट डीफॉल्ट
Approaching limit,मर्यादेजवळ
Budget exceeded,बजेट ओलांडले
budget used this month,या महिन्यात वापरलेले बजेट
used this month,या महिन्यात वापरले
of,चे
Focus,फोकस
Start Focus,फोकस सुरू करा
End focus,फोकस संपवा
Skip break,विराम वगळा
Break over,विराम संपला
Time to focus!,फोकस करण्याची वेळ!
Session complete,सत्र पूर्ण
Focus complete!,फोकस पूर्ण!
All sessions done. Great work!,सर्व सत्रे पूर्ण. उत्तम काम!
sessions done. Great work!,सत्रे पूर्ण. उत्तम काम!
Start new,नवीन सुरू करा
Work in focused sessions with timed breaks.,वेळबद्ध विरामांसह फोकस सत्रांमध्ये काम करा.
Session,सत्र
Break,विराम
Work (min),काम (मिनिटे)
Break (min),विराम (मिनिटे)
Sessions,सत्रे
No break is active,कोणताही विराम सक्रिय नाही
No focus session is running,कोणतेही फोकस सत्र चालू नाही
Context,संदर्भ
Contact,संपर्क
Context Type,संदर्भ प्रकार
For whom?,कोणासाठी?
Working on?,कशावर काम करत आहात?
Search contacts...,संपर्क शोधा...
Select type...,प्रकार निवडा...
All contacts,सर्व संपर्क
All projects,सर्व प्रकल्प
(no contact),(संपर्क नाही)
(no project),(प्रकल्प नाही)
(no task),(कार्य नाही)
Filter by:,फिल्टर:
Time by contact,संपर्कानुसार वेळ
Time by context,संदर्भानुसार वेळ
Time by task,कार्यानुसार वेळ
Contact hours summary,संपर्क तास सारांश
