source,translation
Sync mode,Način sinhronizacije
Synced to ERPNext,Sinhronizirano v ERPNext
Syncing entries to ERPNext…,Sinhronizacija vnosov v ERPNext…
{0} day(s) synced.,{0} dan/dni sinhronizirano.
Tag,Oznaka
Tag management,Upravljanje oznak
Tag Name,Ime oznake
Tag renamed. {0} entries updated.,Oznaka preimenovana. {0} vnosov posodobljenih.
Tags,Oznake
Tags merged. {0} entries re-tagged.,Oznake združene. {0} vnosov ponovno označenih.
Task,Naloga
Test connection,Preizkusi povezavo
Test Connection,Preizkusi povezavo
This entry is locked,Ta vnos je zaklenjen
This month,Ta mesec
This week,Ta teden
Thu,Čet
Time Bridge,Časovni most
Time Entries,Časovni vnosi
Timer already running,Merilnik že teče
Timer is already running,Merilnik že teče
Timer is not paused,Merilnik ni začasno ustavljen
Timer is not running,Merilnik ne teče
To,Do
Today,Danes
Total,Skupaj
Total billable,Skupaj zaračunljivo
Tue,Tor
Unknown error,Neznana napaka
Unassigned,Nedodeljeno
(untagged project),(neoznačen projekt)
View entry →,Poglej vnos →
Warning: This entry is more than 7 days old.,Opozorilo: Ta vnos je starejši od 7 dni.
Wed,Sre
Week {0},Teden {0}
What are you working on?,Na čem delate?
What did you work on?,Na čem ste delali?
Work Days,Delovni dnevi
Yesterday,Včeraj
draft,osnutek
entries this month,vnosov ta mesec
no entries,ni vnosov
no entries yet,še ni vnosov
sent,poslano
+{0} more,+{0} več
← from {0},← od {0}
[Auto-stopped after {0}h],[Samodejno ustavljeno po {0}h]
Entry Type,Vrsta vnosa
Fri,Pet
Keyboard Shortcuts,Bližnjice na tipkovnici
Start / Pause / Resume timer,Zaženi / Začasno ustavi / Nadaljuj merilnik
Stop timer,Ustavi merilnik
New entry (focus quick-add bar),Nov vnos (fokus na hitro vrstico za dodajanje)
Previous / next day or week,Prejšnji / naslednji dan ali teden
Show / hide this overlay,Prikaži / skrij to prekrivanje
Press H or Esc to close,Pritisnite H ali Esc za zapiranje
Close,Zapri
Timer,Merilnik
Entries,Vnosi
This week at a glance,Ta teden na prvi pogled
Time by tag,Čas po oznaki
Hours per day,Ur na dan
No entries this week,Ni vnosov ta teden
No entries,Ni vnosov
Untagged,Neoznačeno
Monthly Budget (h),Mesečni proračun (h)
Warn at (%),Opozori pri (%)
0 = no limit,0 = brez omejitve
0 = site default,0 = privzeto mesta
Approaching limit,Bližanje omejitvi
Budget exceeded,Proračun presežen
budget used this month,proračuna porabljenega ta mesec
used this month,porabljenega ta mesec
of,od
Focus,Fokus
Start Focus,Začni fokus
End focus,Končaj fokus
Skip break,Preskoči odmor
Break over,Odmor končan
Time to focus!,Čas za fokus!
Session complete,Seja končana
Focus complete!,Fokus končan!
All sessions done. Great work!,Vse seje končane. Odlično delo!
sessions done. Great work!,sej končanih. Odlično delo!
Start new,Začni novo
Work in focused sessions with timed breaks.,Delajte v fokusiranih sejah z odmerjenimi odmori.
Session,Seja
Break,Odmor
Work (min),Delo (min)
Break (min),Odmor (min)
Sessions,Seje
No break is active,Noben odmor ni aktiven
No focus session is running,Nobena fokus seja ne teče
Context,Kontekst
Contact,Stik
Context Type,Vrsta konteksta
For whom?,Za koga?
Working on?,Na čem delate?
Search contacts...,Išči stike...
Select type...,Izberi vrsto...
All contacts,Vsi stiki
All projects,Vsi projekti
(no contact),(brez stika)
(no project),(brez projekta)
(no task),(brez naloge)
Filter by:,Filtriraj po:
Time by contact,Čas po stiku
Time by context,Čas po kontekstu
Time by task,Čas po nalogi
Contact hours summary,Povzetek ur po stiku
