source,translation
"Start Timer","Anzisha Kipima Muda"
"Start timer: ""{0}""","Anzisha kipima muda: ""{0}"""
"Stop current & start: ""{0}""","Simamisha sasa na uanze: ""{0}"""
"Started yesterday","Ilianza jana"
Sun,Jpl
"Sync all unsynced entries","Landanisha maingizo yote ambayo hayajalandanishwa"
"Sync billable entries only","Landanisha maingizo yanayotozwa tu"
"Sync completed with errors","Ulandanishaji umekamilika na hitilafu"
"Sync complete","Ulandanishaji umekamilika"
"Sync interval","Kipindi cha ulandanishaji"
"Sync mode","Hali ya ulandanishaji"
"Synced to ERPNext","Imeunganishwa na ERPNext"
"Syncing entries to ERPNext…","Kulandanisha maingizo kwenda ERPNext…"
"{0} day(s) synced.","Siku {0} zimeundanishwa."
Tag,Lebo
"Tag management","Usimamizi wa lebo"
"Tag Name","Jina la Lebo"
"Tag renamed. {0} entries updated.","Lebo imebadilishwa jina. Maingizo {0} yamesasishwa."
Tags,Lebo
"Tags merged. {0} entries re-tagged.","Lebo zimeunganishwa. Maingizo {0} yamewekwa lebo mpya."
Task,Kazi
"Test connection","Jaribu muunganisho"
"Test Connection","Jaribu Muunganisho"
"This entry is locked","Ingizo hili limefungwa"
"This month","Mwezi huu"
"This week","Wiki hii"
Thu,Alh
"Time Bridge","Daraja la Muda"
"Time Entries","Maingizo ya Muda"
"Timer already running","Kipima muda kinafanya kazi tayari"
"Timer is already running","Kipima muda kinafanya kazi tayari"
"Timer is not paused","Kipima muda hakijasitishwa"
"Timer is not running","Kipima muda hakifanyi kazi"
To,Hadi
Today,Leo
Total,Jumla
"Total billable","Jumla inayotozwa"
Tue,Jnn
"Unknown error","Hitilafu isiyojulikana"
Unassigned,Haijapewa
"(untagged project)","(mradi bila lebo)"
"View entry →","Tazama ingizo →"
"Warning: This entry is more than 7 days old.","Onyo: Ingizo hili lina zaidi ya siku 7."
Wed,Jtn
"Week {0}","Wiki {0}"
"What are you working on?","Unafanya kazi gani?"
"What did you work on?","Ulifanya kazi gani?"
"Work Days","Siku za Kazi"
Yesterday,Jana
draft,rasimu
"entries this month","maingizo mwezi huu"
"no entries","hakuna maingizo"
"no entries yet","bado hakuna maingizo"
sent,imetumwa
"+{0} more","+{0} zaidi"
"← from {0}","← kutoka {0}"
"[Auto-stopped after {0}h]","[Ilisimamishwa kiotomatiki baada ya saa {0}]"
"Entry Type","Aina ya Ingizo"
Fri,Ijm
"Keyboard Shortcuts","Njia za Mkato za Kibodi"
"Start / Pause / Resume timer","Anzisha / Sitisha / Endelea kipima muda"
"Stop timer","Simamisha kipima muda"
"New entry (focus quick-add bar)","Ingizo jipya (fokasi kwenye baa ya kuongeza haraka)"
"Previous / next day or week","Siku au wiki iliyopita / inayofuata"
"Show / hide this overlay","Onyesha / ficha mwangaza huu"
"Press H or Esc to close","Bonyeza H au Esc kufunga"
Close,Funga
Timer,Kipima Muda
Entries,Maingizo
"This week at a glance","Wiki hii kwa mtazamo"
"Time by tag","Muda kwa lebo"
"Hours per day","Masaa kwa siku"
"No entries this week","Hakuna maingizo wiki hii"
"No entries","Hakuna maingizo"
Untagged,Bila lebo
"Monthly Budget (h)","Bajeti ya Kila Mwezi (s)"
"Warn at (%)","Onya kwa (%)"
"0 = no limit","0 = hakuna kikomo"
"0 = site default","0 = chaguo-msingi la tovuti"
"Approaching limit","Inakaribia kikomo"
"Budget exceeded","Bajeti imezidi"
"budget used this month","bajeti iliyotumika mwezi huu"
"used this month","imetumika mwezi huu"
of,ya
Focus,Fokasi
"Start Focus","Anza Fokasi"
"End focus","Maliza fokasi"
"Skip break","Ruka mapumziko"
"Break over","Mapumziko yamekwisha"
"Time to focus!","Wakati wa kufokasi!"
"Session complete","Kipindi kimekamilika"
"Focus complete!","Fokasi imekamilika!"
"All sessions done. Great work!","Vipindi vyote vimekamilika. Kazi nzuri!"
"sessions done. Great work!","vipindi vimekamilika. Kazi nzuri!"
"Start new","Anza upya"
"Work in focused sessions with timed breaks.","Fanya kazi katika vipindi vya fokasi na mapumziko ya muda."
Session,Kipindi
Break,Mapumziko
"Work (min)","Kazi (dak)"
"Break (min)","Mapumziko (dak)"
Sessions,Vipindi
"No break is active","Hakuna mapumziko yanayoendelea"
"No focus session is running","Hakuna kipindi cha fokasi kinachoendelea"
Context,Muktadha
Contact,Anwani
"Context Type","Aina ya Muktadha"
"For whom?","Kwa nani?"
"Working on?","Unafanya nini?"
"Search contacts...","Tafuta anwani..."
"Select type...","Chagua aina..."
"All contacts","Anwani zote"
"All projects","Miradi yote"
"(no contact)","(hakuna anwani)"
"(no project)","(hakuna mradi)"
"(no task)","(hakuna kazi)"
"Filter by:","Chuja kwa:"
"Time by contact","Muda kwa anwani"
"Time by context","Muda kwa muktadha"
"Time by task","Muda kwa kazi"
"Contact hours summary","Muhtasari wa masaa ya anwani"
