source,translation
{0} day(s) synced.,{0} ġurnata/ġranet issinkronizzati.
Tag,Tikketta
Tag management,Ġestjoni tat-tikketetti
Tag Name,Isem tat-tikketta
Tag renamed. {0} entries updated.,It-tikketta ssemmiet mill-ġdid. {0} dħuliet aġġornati.
Tags,Tikketetti
Tags merged. {0} entries re-tagged.,It-tikketetti ngħaqdu. {0} dħuliet ittikkettjati mill-ġdid.
Task,Kompitu
Test connection,Ittestja l-konnessjoni
Test Connection,Ittestja l-konnessjoni
This entry is locked,Din id-dħul huwa msakkar
This month,Dan ix-xahar
This week,Din il-ġimgħa
Thu,Ħm
Time Bridge,Pont taż-Żmien
Time Entries,Dħuliet taż-żmien
Timer already running,It-tajmer diġà qed jaħdem
Timer is already running,It-tajmer diġà qed jaħdem
Timer is not paused,It-tajmer mhuwiex ippawżat
Timer is not running,It-tajmer mhuwiex jaħdem
To,Sa
Today,Illum
Total,Total
Total billable,Total fatturabbli
Tue,Tl
Unknown error,Żball mhux magħruf
Unassigned,Mhux assenjat
(untagged project),(proġett mhux ittikkettat)
View entry →,Ara d-dħul →
Warning: This entry is more than 7 days old.,Twissija: Din id-dħul huwa eqdem minn 7 ijiem.
Wed,Er
Week {0},Ġimgħa {0}
What are you working on?,Fuq xiex qed taħdem?
What did you work on?,Fuq xiex ħdimt?
Work Days,Ġranet tax-xogħol
Yesterday,Il-bieraħ
draft,abbozz
entries this month,dħuliet dan ix-xahar
no entries,l-ebda dħuliet
no entries yet,għad m'hemm l-ebda dħuliet
sent,mibgħut
+{0} more,+{0} aktar
← from {0},← minn {0}
[Auto-stopped after {0}h],[Waqaf awtomatikament wara {0}s]
Entry Type,Tip ta' dħul
Fri,Ġm
Keyboard Shortcuts,Shortcuts tat-tastiera
Start / Pause / Resume timer,Ibda / Pawża / Kompli t-tajmer
Stop timer,Waqqaf it-tajmer
New entry (focus quick-add bar),Dħul ġdid (iffoka fuq il-bar ta' żieda mgħaġġla)
Previous / next day or week,Il-ġurnata / ġimgħa ta' qabel jew ta' wara
Show / hide this overlay,Uri / aħbi din l-overlay
Press H or Esc to close,Agħfas H jew Esc biex tagħlaq
Close,Agħlaq
Timer,Tajmer
Entries,Dħuliet
This week at a glance,Din il-ġimgħa f'daqqa t'għajn
Time by tag,Żmien skont it-tikketta
Hours per day,Sigħat kuljum
No entries this week,L-ebda dħuliet din il-ġimgħa
No entries,L-ebda dħuliet
Untagged,Mhux ittikkettat
Monthly Budget (h),Baġit ta' kull xahar (s)
Warn at (%),Avża fil (%)
0 = no limit,0 = bla limitu
0 = site default,0 = default tas-sit
Approaching limit,Qed joqrob il-limitu
Budget exceeded,Il-baġit inqabeż
budget used this month,baġit użat dan ix-xahar
used this month,użat dan ix-xahar
of,minn
Focus,Fokus
Start Focus,Ibda l-fokus
End focus,Temm il-fokus
Skip break,Aqbeż il-waqfa
Break over,Il-waqfa spiċċat
Time to focus!,Ħin għall-fokus!
Session complete,Is-sessjoni tlestiet
Focus complete!,Il-fokus tlesta!
All sessions done. Great work!,Is-sessjonijiet kollha tlestew. Xogħol tajjeb!
sessions done. Great work!,sessjonijiet tlestew. Xogħol tajjeb!
Start new,Ibda ġdida
Work in focused sessions with timed breaks.,Aħdem f'sessjonijiet iffukati b'waqfiet kronometrati.
Session,Sessjoni
Break,Waqfa
Work (min),Xogħol (min)
Break (min),Waqfa (min)
Sessions,Sessjonijiet
No break is active,L-ebda waqfa hija attiva
No focus session is running,L-ebda sessjoni ta' fokus qed taħdem
Context,Kuntest
Contact,Kuntatt
Context Type,Tip ta' kuntest
For whom?,Għal min?
Working on?,Fuq xiex qed taħdem?
Search contacts...,Fittex kuntatti...
Select type...,Agħżel it-tip...
All contacts,Il-kuntatti kollha
All projects,Il-proġetti kollha
(no contact),(l-ebda kuntatt)
(no project),(l-ebda proġett)
(no task),(l-ebda kompitu)
Filter by:,Iffiltra skont:
Time by contact,Żmien skont il-kuntatt
Time by context,Żmien skont il-kuntest
Time by task,Żmien skont il-kompitu
Contact hours summary,Sommarju tas-sigħat skont il-kuntatt
