source,translation
"Started yesterday","Tegnap elindítva"
Sun,Vas
"Sync all unsynced entries","Összes szinkronizálatlan bejegyzés szinkronizálása"
"Sync billable entries only","Csak elszámolható bejegyzések szinkronizálása"
"Sync completed with errors","Szinkronizálás hibákkal befejezve"
"Sync complete","Szinkronizálás kész"
"Sync interval","Szinkronizálási intervallum"
"Sync mode","Szinkronizálási mód"
"Synced to ERPNext","Szinkronizálva az ERPNext-be"
"Syncing entries to ERPNext…","Bejegyzések szinkronizálása az ERPNext-be…"
"{0} day(s) synced.","{0} nap szinkronizálva."
Tag,Címke
"Tag management","Címkekezelés"
"Tag Name","Címke neve"
"Tag renamed. {0} entries updated.","Címke átnevezve. {0} bejegyzés frissítve."
Tags,Címkék
"Tags merged. {0} entries re-tagged.","Címkék összevonva. {0} bejegyzés újracímkézve."
Task,Feladat
"Test connection","Kapcsolat tesztelése"
"Test Connection","Kapcsolat tesztelése"
"This entry is locked","Ez a bejegyzés zárolva van"
"This month","Ez a hónap"
"This week","Ez a hét"
Thu,Csü
"Time Bridge","Időhíd"
"Time Entries","Időbejegyzések"
"Timer already running","Az időzítő már fut"
"Timer is already running","Az időzítő már fut"
"Timer is not paused","Az időzítő nincs szüneteltetve"
"Timer is not running","Az időzítő nem fut"
To,Eddig
Today,Ma
Total,Összesen
"Total billable","Összesen elszámolható"
Tue,Ke
"Unknown error","Ismeretlen hiba"
Unassigned,Nem hozzárendelt
"(untagged project)","(címkézetlen projekt)"
"View entry →","Bejegyzés megtekintése →"
"Warning: This entry is more than 7 days old.","Figyelmeztetés: Ez a bejegyzés több mint 7 napos."
Wed,Sze
"Week {0}","{0}. hét"
"What are you working on?","Min dolgozik?"
"What did you work on?","Min dolgozott?"
"Work Days","Munkanapok"
Yesterday,Tegnap
draft,piszkozat
"entries this month","bejegyzés ebben a hónapban"
"no entries","nincs bejegyzés"
"no entries yet","még nincs bejegyzés"
sent,elküldve
"+{0} more","+{0} további"
"← from {0}","← innen: {0}"
"[Auto-stopped after {0}h]","[Automatikusan leállítva {0} óra után]"
"Entry Type","Bejegyzéstípus"
Fri,Pé
"Keyboard Shortcuts","Billentyűparancsok"
"Start / Pause / Resume timer","Időzítő indítása / szüneteltetése / folytatása"
"Stop timer","Időzítő leállítása"
"New entry (focus quick-add bar)","Új bejegyzés (gyors hozzáadás)"
"Previous / next day or week","Előző / következő nap vagy hét"
"Show / hide this overlay","Réteg megjelenítése / elrejtése"
"Press H or Esc to close","Nyomja meg a H vagy Esc gombot a bezáráshoz"
Close,Bezárás
Timer,Időzítő
Entries,Bejegyzések
"This week at a glance","Heti áttekintés"
"Time by tag","Idő címkénként"
"Hours per day","Óra naponta"
"No entries this week","Ezen a héten nincsenek bejegyzések"
"No entries","Nincs bejegyzés"
Untagged,Címkézetlen
"Monthly Budget (h)","Havi keret (ó)"
"Warn at (%)","Figyelmeztetés ennél (%)"
"0 = no limit","0 = nincs korlát"
"0 = site default","0 = webhely alapértelmezés"
"Approaching limit","Közelíti a korlátot"
"Budget exceeded","Keret túllépve"
"budget used this month","keretből felhasználva ebben a hónapban"
"used this month","felhasználva ebben a hónapban"
of,-ból/-ből
Focus,Fókusz
"Start Focus","Fókusz indítása"
"End focus","Fókusz befejezése"
"Skip break","Szünet kihagyása"
"Break over","Szünet vége"
"Time to focus!","Ideje koncentrálni!"
"Session complete","Munkamenet kész"
"Focus complete!","Fókusz kész!"
"All sessions done. Great work!","Minden munkamenet kész. Szép munka!"
"sessions done. Great work!","munkamenet kész. Szép munka!"
"Start new","Új indítása"
"Work in focused sessions with timed breaks.","Dolgozzon koncentrált munkamenetekben időzített szünetekkel."
Session,Munkamenet
Break,Szünet
"Work (min)","Munka (perc)"
"Break (min)","Szünet (perc)"
Sessions,Munkamenetek
"No break is active","Nincs aktív szünet"
"No focus session is running","Nincs futó fókusz munkamenet"
Context,Kontextus
Contact,Kapcsolat
"Context Type","Kontextus típusa"
"For whom?","Kinek?"
"Working on?","Min dolgozik?"
"Search contacts...","Kapcsolatok keresése..."
"Select type...","Típus kiválasztása..."
"All contacts","Összes kapcsolat"
"All projects","Összes projekt"
"(no contact)","(nincs kapcsolat)"
"(no project)","(nincs projekt)"
"(no task)","(nincs feladat)"
"Filter by:","Szűrés:"
"Time by contact","Idő kapcsolatonként"
"Time by context","Idő kontextusonként"
"Time by task","Idő feladatonként"
"Contact hours summary","Kapcsolati órák összesítése"
