source,translation
Time Bridge,Ponte temporale
Time Entries,Voci di tempo
Timer already running,Timer già in corso
Timer is already running,Il timer è già in corso
Timer is not paused,Il timer non è in pausa
Timer is not running,Il timer non è in corso
To,A
Today,Oggi
Total,Totale
Total billable,Totale imputabile
Tue,Mar
Unknown error,Errore sconosciuto
Unassigned,Non assegnato
(untagged project),(progetto senza tag)
View entry →,Vedi voce →
Warning: This entry is more than 7 days old.,Attenzione: questa voce ha più di 7 giorni.
Wed,Mer
Week {0},Settimana {0}
What are you working on?,Su cosa stai lavorando?
What did you work on?,Su cosa hai lavorato?
Work Days,Giorni lavorativi
Yesterday,Ieri
draft,bozza
entries this month,voci questo mese
no entries,nessuna voce
no entries yet,ancora nessuna voce
sent,trasmesso
+{0} more,+{0} altri
← from {0},← da {0}
[Auto-stopped after {0}h],[Arresto automatico dopo {0}h]
Entry Type,Tipo di voce
Fri,Ven
Keyboard Shortcuts,Scorciatoie da tastiera
Start / Pause / Resume timer,Avvia / Pausa / Riprendi timer
Stop timer,Ferma timer
New entry (focus quick-add bar),Nuova voce (barra di aggiunta rapida)
Previous / next day or week,Giorno o settimana precedente / successivo
Show / hide this overlay,Mostra / nascondi questo pannello
Press H or Esc to close,Premi H o Esc per chiudere
Close,Chiudi
Timer,Timer
Entries,Voci
This week at a glance,Questa settimana in sintesi
Time by tag,Tempo per tag
Hours per day,Ore al giorno
No entries this week,Nessuna voce questa settimana
No entries,Nessuna voce
Untagged,Senza tag
Monthly Budget (h),Budget mensile (h)
Warn at (%),Avviso al (%)
0 = no limit,0 = nessun limite
0 = site default,0 = valore predefinito del sito
Approaching limit,Limite in avvicinamento
Budget exceeded,Budget superato
budget used this month,budget utilizzato questo mese
used this month,utilizzato questo mese
of,di
Focus,Concentrazione
Start Focus,Avvia concentrazione
End focus,Termina concentrazione
Skip break,Salta pausa
Break over,Pausa terminata
Time to focus!,È ora di concentrarsi!
Session complete,Sessione completata
Focus complete!,Concentrazione completata!
All sessions done. Great work!,Tutte le sessioni completate. Ottimo lavoro!
sessions done. Great work!,sessioni completate. Ottimo lavoro!
Start new,Inizia nuova
Work in focused sessions with timed breaks.,Lavora in sessioni di concentrazione con pause programmate.
Session,Sessione
Break,Pausa
Work (min),Lavoro (min)
Break (min),Pausa (min)
Sessions,Sessioni
No break is active,Nessuna pausa attiva
No focus session is running,Nessuna sessione di concentrazione in corso
Context,Contesto
Contact,Contatto
Context Type,Tipo di contesto
For whom?,Per chi?
Working on?,Stai lavorando su?
Search contacts...,Cerca contatti…
Select type...,Seleziona tipo…
All contacts,Tutti i contatti
All projects,Tutti i progetti
(no contact),(nessun contatto)
(no project),(nessun progetto)
(no task),(nessuna attività)
Filter by:,Filtra per:
Time by contact,Tempo per contatto
Time by context,Tempo per contesto
Time by task,Tempo per attività
Contact hours summary,Riepilogo ore per contatto
