source,translation
Entry Type,Tipo de entrada
Fri,Sex
Keyboard Shortcuts,Atalhos de teclado
Start / Pause / Resume timer,Iniciar / Pausar / Retomar cronômetro
Stop timer,Parar cronômetro
New entry (focus quick-add bar),Nova entrada (barra de adição rápida)
Previous / next day or week,Dia ou semana anterior / seguinte
Show / hide this overlay,Mostrar / ocultar este painel
Press H or Esc to close,Pressione H ou Esc para fechar
Close,Fechar
Timer,Cronômetro
Entries,Entradas
This week at a glance,Esta semana em resumo
Time by tag,Tempo por tag
Hours per day,Horas por dia
No entries this week,Sem entradas esta semana
No entries,Sem entradas
Untagged,Sem tag
Monthly Budget (h),Orçamento mensal (h)
Warn at (%),Alerta em (%)
0 = no limit,0 = sem limite
0 = site default,0 = valor padrão do site
Approaching limit,Aproximando-se do limite
Budget exceeded,Orçamento excedido
budget used this month,orçamento usado este mês
used this month,usado este mês
of,de
Focus,Foco
Start Focus,Iniciar foco
End focus,Encerrar foco
Skip break,Pular pausa
Break over,Pausa encerrada
Time to focus!,Hora de focar!
Session complete,Sessão concluída
Focus complete!,Foco concluído!
All sessions done. Great work!,Todas as sessões concluídas. Ótimo trabalho!
sessions done. Great work!,sessões concluídas. Ótimo trabalho!
Start new,Iniciar nova
Work in focused sessions with timed breaks.,Trabalhe em sessões de foco com pausas cronometradas.
Session,Sessão
Break,Pausa
Work (min),Trabalho (min)
Break (min),Pausa (min)
Sessions,Sessões
No break is active,Nenhuma pausa ativa
No focus session is running,Nenhuma sessão de foco em andamento
Context,Contexto
Contact,Contato
Context Type,Tipo de contexto
For whom?,Para quem?
Working on?,Trabalhando em?
Search contacts...,Pesquisar contatos…
Select type...,Selecionar tipo…
All contacts,Todos os contatos
All projects,Todos os projetos
(no contact),(sem contato)
(no project),(sem projeto)
(no task),(sem tarefa)
Filter by:,Filtrar por:
Time by contact,Tempo por contato
Time by context,Tempo por contexto
Time by task,Tempo por tarefa
Contact hours summary,Resumo de horas por contato
