source,translation
Started yesterday,Pokrenuto jučer
Sun,Ned
Sync all unsynced entries,Sinhronizuj sve nesinhronizovane unose
Sync billable entries only,Sinhronizuj samo naplative unose
Sync completed with errors,Sinhronizacija završena sa greškama
Sync complete,Sinhronizacija završena
Sync interval,Interval sinhronizacije
Sync mode,Način sinhronizacije
Synced to ERPNext,Sinhronizovano u ERPNext
Syncing entries to ERPNext…,Sinhronizacija unosa u ERPNext…
{0} day(s) synced.,{0} dan(a) sinhronizovano.
Tag,Oznaka
Tag management,Upravljanje oznakama
Tag Name,Naziv oznake
Tag renamed. {0} entries updated.,Oznaka preimenovana. {0} unosa ažurirano.
Tags,Oznake
Tags merged. {0} entries re-tagged.,Oznake spojene. {0} unosa ponovo označeno.
Task,Zadatak
Test connection,Testiraj povezivanje
Test Connection,Testiraj povezivanje
This entry is locked,Ovaj unos je zaključan
This month,Ovaj mjesec
This week,Ova sedmica
Thu,Čet
Time Bridge,Vremenski most
Time Entries,Vremenski unosi
Timer already running,Mjerač je već aktivan
Timer is already running,Mjerač je već aktivan
Timer is not paused,Mjerač nije pauziran
Timer is not running,Mjerač nije aktivan
To,Do
Today,Danas
Total,Ukupno
Total billable,Ukupno naplativo
Tue,Uto
Unknown error,Nepoznata greška
Unassigned,Nedodijeljeno
(untagged project),(neoznačeni projekat)
View entry →,Prikaži unos →
Warning: This entry is more than 7 days old.,Upozorenje: Ovaj unos je stariji od 7 dana.
Wed,Sri
Week {0},Sedmica {0}
What are you working on?,Na čemu radite?
What did you work on?,Na čemu ste radili?
Work Days,Radni dani
Yesterday,Jučer
draft,nacrt
entries this month,unosa ovog mjeseca
no entries,nema unosa
no entries yet,još nema unosa
sent,poslano
+{0} more,+{0} više
← from {0},← od {0}
[Auto-stopped after {0}h],[Automatski zaustavljeno nakon {0}h]
Entry Type,Vrsta unosa
Fri,Pet
Keyboard Shortcuts,Prečice na tastaturi
Start / Pause / Resume timer,Pokreni / Pauziraj / Nastavi mjerač
Stop timer,Zaustavi mjerač
New entry (focus quick-add bar),Novi unos (fokus na traku za brzo dodavanje)
Previous / next day or week,Prethodna / sljedeća dan ili sedmica
Show / hide this overlay,Prikaži / sakrij ovaj prekrivač
Press H or Esc to close,Pritisnite H ili Esc za zatvaranje
Close,Zatvori
Timer,Mjerač
Entries,Unosi
This week at a glance,Ova sedmica na prvi pogled
Time by tag,Vrijeme po oznaci
Hours per day,Sati po danu
No entries this week,Nema unosa ove sedmice
No entries,Nema unosa
Untagged,Neoznačeno
Monthly Budget (h),Mjesečni budžet (h)
Warn at (%),Upozori na (%)
0 = no limit,0 = bez ograničenja
0 = site default,0 = zadano stranice
Approaching limit,Približavanje ograničenju
Budget exceeded,Budžet prekoračen
budget used this month,budžeta iskorišteno ovog mjeseca
used this month,iskorišteno ovog mjeseca
of,od
Focus,Fokus
Start Focus,Pokreni fokus
End focus,Završi fokus
Skip break,Preskoči pauzu
Break over,Pauza završena
Time to focus!,Vrijeme za fokus!
Session complete,Sesija završena
Focus complete!,Fokus završen!
All sessions done. Great work!,Sve sesije završene. Odličan posao!
sessions done. Great work!,sesija završeno. Odličan posao!
Start new,Pokreni novu
Work in focused sessions with timed breaks.,Radite u fokusiranim sesijama sa vremenskim pauzama.
Session,Sesija
Break,Pauza
Work (min),Rad (min)
Break (min),Pauza (min)
Sessions,Sesije
No break is active,Nijedna pauza nije aktivna
No focus session is running,Nijedna fokus sesija nije aktivna
Context,Kontekst
Contact,Kontakt
Context Type,Vrsta konteksta
For whom?,Za koga?
Working on?,Na čemu radite?
Search contacts...,Pretraži kontakte...
Select type...,Odaberi vrstu...
All contacts,Svi kontakti
All projects,Svi projekti
(no contact),(bez kontakta)
(no project),(bez projekta)
(no task),(bez zadatka)
Filter by:,Filtriraj po:
Time by contact,Vrijeme po kontaktu
Time by context,Vrijeme po kontekstu
Time by task,Vrijeme po zadatku
Contact hours summary,Sažetak sati po kontaktu
