source,translation
Sync mode,Synchronisatiemodus
Synced to ERPNext,Gesynchroniseerd met ERPNext
Syncing entries to ERPNext…,Invoeren synchroniseren met ERPNext…
{0} day(s) synced.,{0} dag(en) gesynchroniseerd.
Tag,Tag
Tag management,Tagbeheer
Tag Name,Tagnaam
Tag renamed. {0} entries updated.,Tag hernoemd. {0} invoeren bijgewerkt.
Tags,Tags
Tags merged. {0} entries re-tagged.,Tags samengevoegd. {0} invoeren opnieuw getagd.
Task,Taak
Test connection,Verbinding testen
Test Connection,Verbinding testen
This entry is locked,Deze invoer is vergrendeld
This month,Deze maand
This week,Deze week
Thu,Do
Time Bridge,Tijdbrug
Time Entries,Tijdinvoeren
Timer already running,Timer is al actief
Timer is already running,De timer is al actief
Timer is not paused,De timer is niet gepauzeerd
Timer is not running,De timer is niet actief
To,Tot
Today,Vandaag
Total,Totaal
Total billable,Totaal declarabel
Tue,Di
Unknown error,Onbekende fout
Unassigned,Niet toegewezen
(untagged project),(project zonder tag)
View entry →,Invoer bekijken →
Warning: This entry is more than 7 days old.,Waarschuwing: deze invoer is ouder dan 7 dagen.
Wed,Wo
Week {0},Week {0}
What are you working on?,Waar werk je aan?
What did you work on?,Waar heb je aan gewerkt?
Work Days,Werkdagen
Yesterday,Gisteren
draft,concept
entries this month,invoeren deze maand
no entries,geen invoeren
no entries yet,nog geen invoeren
sent,doorgestuurd
+{0} more,+{0} meer
← from {0},← van {0}
[Auto-stopped after {0}h],[Automatisch gestopt na {0}u]
Entry Type,Invoertype
Fri,Vr
Keyboard Shortcuts,Sneltoetsen
Start / Pause / Resume timer,Timer starten / pauzeren / hervatten
Stop timer,Timer stoppen
New entry (focus quick-add bar),Nieuwe invoer (snelle invoerbalk)
Previous / next day or week,Vorige / volgende dag of week
Show / hide this overlay,Dit paneel tonen / verbergen
Press H or Esc to close,Druk op H of Esc om te sluiten
Close,Sluiten
Timer,Timer
Entries,Invoeren
This week at a glance,Deze week in een oogopslag
Time by tag,Tijd per tag
Hours per day,Uren per dag
No entries this week,Geen invoeren deze week
No entries,Geen invoeren
Untagged,Zonder tag
Monthly Budget (h),Maandbudget (u)
Warn at (%),Waarschuwing bij (%)
0 = no limit,0 = geen limiet
0 = site default,0 = standaardwaarde site
Approaching limit,Limiet nadert
Budget exceeded,Budget overschreden
budget used this month,budget gebruikt deze maand
used this month,gebruikt deze maand
of,van
Focus,Concentratie
Start Focus,Concentratie starten
End focus,Concentratie beëindigen
Skip break,Pauze overslaan
Break over,Pauze voorbij
Time to focus!,Tijd om te concentreren!
Session complete,Sessie voltooid
Focus complete!,Concentratie voltooid!
All sessions done. Great work!,Alle sessies voltooid. Goed gedaan!
sessions done. Great work!,sessies voltooid. Goed gedaan!
Start new,Nieuwe starten
Work in focused sessions with timed breaks.,Werk in concentratiesessies met getimede pauzes.
Session,Sessie
Break,Pauze
Work (min),Werk (min)
Break (min),Pauze (min)
Sessions,Sessies
No break is active,Geen pauze actief
No focus session is running,Geen concentratiesessie actief
Context,Context
Contact,Contact
Context Type,Contexttype
For whom?,Voor wie?
Working on?,Waar werk je aan?
Search contacts...,Contacten zoeken…
Select type...,Type selecteren…
All contacts,Alle contacten
All projects,Alle projecten
(no contact),(geen contact)
(no project),(geen project)
(no task),(geen taak)
Filter by:,Filteren op:
Time by contact,Tijd per contact
Time by context,Tijd per context
Time by task,Tijd per taak
Contact hours summary,Urenoverzicht per contact
