source,translation
Fri,Sex
Keyboard Shortcuts,Atalhos de teclado
Start / Pause / Resume timer,Iniciar / Pausar / Retomar temporizador
Stop timer,Parar temporizador
New entry (focus quick-add bar),Nova entrada (barra de adição rápida)
Previous / next day or week,Dia ou semana anterior / seguinte
Show / hide this overlay,Mostrar / ocultar este painel
Press H or Esc to close,Prima H ou Esc para fechar
Close,Fechar
Timer,Temporizador
Entries,Entradas
This week at a glance,Esta semana num relance
Time by tag,Tempo por tag
Hours per day,Horas por dia
No entries this week,Sem entradas esta semana
No entries,Sem entradas
Untagged,Sem tag
Monthly Budget (h),Orçamento mensal (h)
Warn at (%),Alerta a (%)
0 = no limit,0 = sem limite
0 = site default,0 = valor predefinido do site
Approaching limit,A aproximar-se do limite
Budget exceeded,Orçamento excedido
budget used this month,orçamento utilizado este mês
used this month,utilizado este mês
of,de
Focus,Concentração
Start Focus,Iniciar concentração
End focus,Terminar concentração
Skip break,Saltar pausa
Break over,Pausa terminada
Time to focus!,Hora de se concentrar!
Session complete,Sessão concluída
Focus complete!,Concentração concluída!
All sessions done. Great work!,Todas as sessões concluídas. Excelente trabalho!
sessions done. Great work!,sessões concluídas. Excelente trabalho!
Start new,Iniciar nova
Work in focused sessions with timed breaks.,Trabalhe em sessões de concentração com pausas cronometradas.
Session,Sessão
Break,Pausa
Work (min),Trabalho (min)
Break (min),Pausa (min)
Sessions,Sessões
No break is active,Nenhuma pausa ativa
No focus session is running,Nenhuma sessão de concentração em curso
Context,Contexto
Contact,Contacto
Context Type,Tipo de contexto
For whom?,Para quem?
Working on?,A trabalhar em?
Search contacts...,Pesquisar contactos…
Select type...,Selecionar tipo…
All contacts,Todos os contactos
All projects,Todos os projetos
(no contact),(sem contacto)
(no project),(sem projeto)
(no task),(sem tarefa)
Filter by:,Filtrar por:
Time by contact,Tempo por contacto
Time by context,Tempo por contexto
Time by task,Tempo por tarefa
Contact hours summary,Resumo de horas por contacto
