source,translation
Week {0},Icyumweru {0}
What are you working on?,Uri ku kihe gikorwa?
What did you work on?,Wakoze iki?
Work Days,Iminsi y'akazi
Yesterday,Ejo hashize
draft,umwandiko w'intangiriro
entries this month,ibyanditswe by'uku kwezi
no entries,nta byanditswe
no entries yet,nta byanditswe na rimwe
sent,byoherejwe
+{0} more,+{0} birenshi
← from {0},← kuva {0}
[Auto-stopped after {0}h],[Byahagaritswe byikora nyuma ya {0}h]
Entry Type,Ubwoko bw'ibyanditswe
Fri,Kuwa gatanu
Keyboard Shortcuts,Inzira ngufi za klaviye
Start / Pause / Resume timer,Tangira / Hagarika gato / Komeza isaha
Stop timer,Hagarika isaha
New entry (focus quick-add bar),Ibyanditswe bishya (jya ku mugongo wihuse wo kongeraho)
Previous / next day or week,Umunsi / icyumweru kibanziriza / gikurikira
Show / hide this overlay,Erekana / hisha iki gitwikiro
Press H or Esc to close,Kanda H cyangwa Esc kugirango ufunge
Close,Funga
Timer,Isaha
Entries,Ibyanditswe
This week at a glance,Iki cyumweru mu ncamake
Time by tag,Igihe ku itagi
Hours per day,Amasaha ku munsi
No entries this week,Nta byanditswe iki cyumweru
No entries,Nta byanditswe
Untagged,Nta tagi
Monthly Budget (h),Ingengo y'imari y'ukwezi (s)
Warn at (%),Burira kuri (%)
0 = no limit,0 = nta mpaka
0 = site default,0 = isanzwe y'urubuga
Approaching limit,Biregereye impaka
Budget exceeded,Ingengo y'imari yarenzwe
budget used this month,ingengo y'imari yakoreshejwe uku kwezi
used this month,byakoreshejwe uku kwezi
of,bya
Focus,Kwibanda
Start Focus,Tangira kwibanda
End focus,Rangiza kwibanda
Skip break,Simbuka ikiruhuko
Break over,Ikiruhuko kirangiye
Time to focus!,Ni igihe cyo kwibanda!
Session complete,Igikorwa kirangiye
Focus complete!,Kwibanda birangiye!
All sessions done. Great work!,Ibikorwa byose birangiye. Akazi keza!
sessions done. Great work!,Ibikorwa birangiye. Akazi keza!
Start new,Tangira bishya
Work in focused sessions with timed breaks.,Kora mu bikorwa by'umwete hamwe n'ibiruhuko bifite igihe.
Session,Igikorwa
Break,Ikiruhuko
Work (min),Akazi (min)
Break (min),Ikiruhuko (min)
Sessions,Ibikorwa
No break is active,Nta kiruhuko gikoreshwa
No focus session is running,Nta gikorwa cyo kwibanda gikoreshwa
Context,Imiterere
Contact,Uwahamagawe
Context Type,Ubwoko bw'imiterere
For whom?,Ninde?
Working on?,Uri ku ki?
Search contacts...,Shakisha abahamagawe...
Select type...,Hitamo ubwoko...
All contacts,Abahamagawe bose
All projects,Imishinga yose
(no contact),(nta muhamagawe)
(no project),(nta mushinga)
(no task),(nta murimo)
Filter by:,Shungura:
Time by contact,Igihe ku muhamagawe
Time by context,Igihe ku miterere
Time by task,Igihe ku murimo
Contact hours summary,Incamake y'amasaha y'abahamagawe
